,paper_id,paper_title
4100,276843,Integrating Workflow Management Systems with Business-to-Business Interaction Standard.
4101,276845,Extensible and Similarity-Based Grouping for Data Integratio.
4102,276846,XCut: Indexing XML Data for Efficient Twig Evaluation.
4103,276847,Searching in a Hyperlibrary.
4104,276848,Towards Exploring Interactive Relationship between Clusters and Outliers in Multi-Dimensional Data Analysis.
4105,276851,Efficient Creation and Incremental Maintenance of the HOPI Index for Complex XML Document Collections.
4106,276853,Encoded Bitmap Indexing for Data Warehouses.
4107,276854,OOPS - An Object Oriented Programming System with Integrated Data Management Faciltity.
4108,276856,Expiration Times for Data Management.
4109,276858,Querying XML Documents Made Easy: Nearest Concept Queries.
4110,276860,Evaluation of Spatio-Temporal Predicates on Moving Objects.
4111,276863,The ECHO Method: Concurrency Control Method for a Large-Scale Distributed Database.
4112,276868,Object Class Definition by Generalization Using Upward Inheritance.
4113,276869,"HDoV-tree: The Structure, The Storage, The Speed."
4114,276870,Comparison-Criteria for Semantic Data Models.
4115,276872,Achieving Class-Based QoS for Transactional Workloads.
4116,276875,How to Determine a Good Multi-Programming Level for External Scheduling.
4117,276878,The Collaboration Management Infrastructure.
4118,276880,Managing Change in the Rufus System.
4119,276881,"Panel on ""Distributed Operating Systems and Distributed Databases""."
4120,276883,Tree Structured Multiple Processor Join Methods.
4121,276884,A Modular Query Optimizer Generator.
4122,276886,Optimal Communication Topologies for Atomic Commitment.
4123,276887,Data Replication in Mariposa.
4124,276890,Maintaining Materialized Views in Distributed Databases.
4125,276891,Extended Relations.
4126,276894,Top Five Data Challenges for the Next Decade.
4127,276895,A Sampling-Based Approach to Optimizing Top-k Queries in Sensor Networks.
4128,276897,Energy-Efficient Continuous Isoline Queries in Sensor Networks.
4129,276899,BOXes: Efficient Maintenance of Order-Based Labeling for Dynamic XML Data.
4130,276900,Read Optimized File System Designs: A Performance Evaluation.
4131,276901,NEXSORT: Sorting XML in External Memory.
4132,276908,Synthesizing Distributed Constrained Events from Transactional Workflow.
4133,276909,An Efficient Index Structure for Shift and Scale Invariant Search of Multi-Attribute Time Sequences.
4134,276913,Managing Distributed Memory to Meet Multiclass Workload Response Time Goals.
4135,276914,A Cost-Model-Based Online Method for Ditributed Caching.
4136,276916,wmdb.: Rights Protection for Numeric Relational Data.
4137,276917,An Optimization Strategy for Recursive Queries in Logic Databases.
4138,276918,Maintaining Implicated Statistics in Constrained Environments.
4139,276919,Modeling and Querying Moving Objects.
4140,276920,Similarity Based Retrieval of Videos.
4141,276921,Spatial Searching in Geometric Databases.
4142,276922,The BINGO! Focused Crawler: From Bookmarks to Archetypes.
4143,276925,Using Partial Differencing for Efficient Monitoring of Deferred Complex Rule Conditions.
4144,276926,Specification-Based Data Reduction in Dimensional Data Warehouses.
4145,276927,Query Plans for Conventional and Temporal Queries Involving Duplicates and Ordering.
4146,276928,Recursive Functions in Iris.
4147,276931,The Semantic Data Model for Security: Representing the Security Semantics of an Application.
4148,276933,A Truncating Hash Algorithm for Processing Band-Join Queries.
4149,276938,Ternary Relationship Decomposition Strategies Based on Binary Imposition Rules.
4150,276939,Efficient Evaluation of the Valid-Time Natural Join.
4151,276940,Modeling Mechanical CAD Data with Data Abstraction and Object-Oriented Techniques.
4152,276943,Extensible Indexing: A Framework for Integrating Domain-Specific Indexing Schemes into Oracle8i.
4153,276945,ISOMER: Consistent Histogram Construction Using Query Feedback.
4154,276947,A Tree Based Access Method (TBSAM) for Fast Processing of Aggregate Queries.
4155,276950,A Framework for the Selective Dissemination of XML Documents based on Inferred User Profiles.
4156,276952,Model-Based Design Bases for Task-Oriented Systems.
4157,276953,Consistency and Performance of Concurrent Interactive Database Applications.
4158,276955,"Abstract Data Types in Databases: Specification, Manipulation and Access."
4159,276958,StreamCorder: Fast Trial-and-Error Analysis in Scientific Databases.
4160,276959,Outrageous Ideas and/or Thoughts While Shaving.
4161,276960,Inclusion of New Types in Relational Data Base Systems.
4162,276961,Future Trends in Data Base Systems.
4163,276962,Are We Polishing a Round Ball? (Panel Abstract).
4164,276963,Mariposa: A New Architecture for Distributed Data.
4165,276964,One Size Fits All: An Idea Whose Time Has Come and Gone (Abstract).
4166,276965,The Design of the Postgres Rules System.
4167,276966,Large Object Support in POSTGRES.
4168,276967,Distributed RAID - A New Multiple Copy Algorithm.
4169,276968,Modeling Time Aspects of Information Systems.
4170,276971,Execution of Extended Multidatabase SQL.
4171,276972,The AQUA Approach to Querying Lists and Trees in Object-Oriented Databases.
4172,276979,Online Latent Variable Detection in Sensor Networks.
4173,276980,"Querying about the Past, the Present, and the Future in Spatio-Temporal."
4174,276987,Assisting the Integration of Taxonomic Data: The LITCHI Toolkit.
4175,276988,A Polynomial Time Algorithm for Optimizing Join Queries.
4176,276989,A Heuristic Information Retrieval Model on a Massively Parallel Processor.
4177,276995,Cache-on-Demand: Recycling with Certainty.
4178,276996,"On Getting Some Answers Quickly, and Perhaps More Later."
4179,276998,Query Pairs as Hypertext Links.
4180,276999,Schema Virtualization in Object-Oriented Databases.
4181,277001,A Scheme for Maintaining Consistency and Availability of Replicated Files in a Partitioned Distributed System.
4182,277005,A Statistical Interface for Historical Relational Databases.
4183,277006,Spatio-Temporal Aggregation Using Sketches.
4184,277007,Approximate Temporal Aggregation.
4185,277008,Cost Models for Overlapping and Multi-Version B-Trees.
4186,277009,Venn Sampling: A Novel Prediction Technique for Moving Objects.
4187,277010,Selectivity Estimation for Predictive Spatio-Temporal Queries.
4188,277011,SUBSKY: Efficient Computation of Skylines in Subspaces.
4189,277013,Designing the Reengineering Services for the DOK Federated Database System.
4190,277019,Mermaid - Experiences with Network Operation.
4191,277021,An Efficient Relational Implementation of Recursive Relationships using Path Signatures.
4192,277022,High Availability in Clustered Multimedia Servers.
4193,277023,Cost Models for Join Queries in Spatial Databases.
4194,277039,A Framework of Expert System with Strategic Knowledge.
4195,277043,The Efficient Computation of Strong Partial Transitive-Closures.
4196,277047,Distance Exponent: A New Concept for Selectivity Estimation in Metric Trees.
4197,277053,PICSDesk: A Case Study on Business Process Re-engineering.
4198,277060,Exploiting Punctuation Semantics in Data Streams.
4199,277061,Spatial Clustering in the Presence of Obstacles.
4200,277062,Querying and Controlling the Future Behaviour of Complex Objects.
4201,277065,PL - A Probabilistic Logic.
4202,277068,An Advanced Database System ADAM - Towards Integrated Management of Engineering Data.
4203,277077,Privacy-Preserving Top-K Queries.
4204,277078,Parallel Database Systems: the case for shared-something.
4205,277079,DB2 Advisor: An Optimizer Smart Enough to Recommend Its Own Indexes.
4206,277082,Prepare and Commit Certification for Decentralized Transaction Management in Rigorous Heterogeneous Multidatabases.
4207,277083,Representing and Querying Data Transformations.
4208,277084,ToMAS: A System for Adapting Mappings while Schemas Evolve.
4209,277085,GRAM++ - An Indigenous GIS Software Suite Demonstration.
4210,277089,Modeling Asynchrony in Distributed Databases.
4211,277091,The WHIPS Prototype for Data Warehouse Creation and Maintenance.
4212,277093,Dynamic Extensible Query Processing in Super-Peer Based P2P Systems.
4213,277095,Supporting Universal Quantification in a Two-Dimensional Database Query Language.
4214,277098,Complex and Composite Objects in CAD/CAM Databases.
4215,277099,Discovering Similar Multidimensional Trajectories.
4216,277103,An Object-Oriented Query Processor that Produces Monotonically Improving Approximate Answers.
4217,277104,Making Designer Schemas with Colors.
4218,277106,The Mentor Project: Steps Toward Enterprise-Wide Workflow Management.
4219,277107,The File-Assignment and Query-Processing Problems in Local Multiaccess Networks.
4220,277109,Data Mining Meets Performance Evaluation: Fast Algorithms for Modeling Bursty Traffic.
4221,277113,BIDE: Efficient Mining of Frequent Closed Sequences.
4222,277114,Locking Policies in Distributed Databases.
4223,277115,A Performance Comparison of the Rete and TREAT Algorithms for Testing Database Rule Conditions.
4224,277116,The Performance of Locking Protocols in Distributed Databases.
4225,277117,A Partition-Based Approach to Graph Mining.
4226,277118,Cost and Imprecision in Modeling the Position of Moving Objects.
4227,277119,Dual Labeling: Answering Graph Reachability Queries in Constant Time.
4228,277120,Location Prediction and Queries for Tracking Moving Objects.
4229,277121,PBiTree Coding and Efficient Processing of Containment Joins.
4230,277122,Searching Local Information in Mobile Databases.
4231,277123,Mining Actionable Patterns by Role Models.
4232,277125,Pushing Aggregate Constraints by Divide-and-Approximate.
4233,277135,Distributed Query Optimization by One-Shot Fixed-Precision Semi-Join Execution.
4234,277137,Condensed Cube: An Efficient Approach to Reducing Data Cube Size.
4235,277140,The Inter-Database Instance Identification Problem in Integrating Autonomous Systems.
4236,277141,On the Sequencing of Tree Structures for XML Indexing.
4237,277143,Indexing Weighted-Sequences in Large Databases.
4238,277144,Supporting Fine-grained Data Lineage in a Database Visualization Environment.
4239,277145,"Online Mining of Data Streams: Applications, Techniques and Progress."
4240,277148,WebIQ: Learning from the Web to Match Deep-Web Query Interfaces.
4241,277149,U-Filter: A Lightweight XML View Update Checker.
4242,277150,A Prime Number Labeling Scheme for Dynamic Ordered XML Trees.
4243,277152,Structural Join Order Selection for XML Query Optimization.
4244,277153,Selectivity Estimation in the Presence of Alphanumeric Correlations.
4245,277154,KDA: A Knowledge-based Database Assistant.
4246,277155,A Framework Towards Efficient and Effective Sequence Clusterin.
4247,277156,Query Selection Techniques for Efficient Crawling of Structured Web Sources.
4248,277157,First-Order Logic Reducible Programs.
4249,277158,Monitoring Top-k Query inWireless Sensor Networks.
4250,277159,TAR: Temporal Association Rules on Evolving Numerical Attributes.
4251,277160,Dynamic Finite Versioning: An Effective Versioning Approach to Concurrent Transaction and Query Processing.
4252,277161,STING+: An Approach to Active Spatial Data Mining.
4253,277162,Energy-Efficient Caching for Wireless Mobile Computing.
4254,277163,User Defined Aggregates in Object-Relational Systems.
4255,277164,Divergence Control for Epsilon-Serializability.
4256,277165,CMP: A Fast Decision Tree Classifier Using Multivariate Predictions.
4257,277166,Data Placement and Buffer Management for Concurrent Mergesorts with Parallel Prefetching.
4258,277167,The ATLaS System and Its Powerful Database Language Based on Simple Extensions of SQL.
4259,277173,Mining Customer Value: From Association Rules to Direct Marketing.
4260,277174,Pure Java Databases for Deployed Applications.
4261,277178,Using XML to Build Efficient Transaction-Time Temporal Database Systems on Relational Databases.
4262,277184,Adaptive Lapped Declustering: A Highly Available Data-Placement Method Balancing Access Load and Space Utilization.
4263,277187,Interactive-Time Similarity Search for Large Image Collections Using Parallel VA-Files.
4264,277193,Hot-Spot Based Compostion Algorithm.
4265,277202,Detecting Duplicates in Complex XML Data.
4266,277205,The Mentor-Lite Prototype: A Light-Weight Workflow Management System.
4267,277208,Symbolic Processing: Issues and Opportunities.
4268,277211,Object-Oriented Databases: Evolution or Revolution on Information System Designs (Panel Abstract).
4269,277217,A Seamless Integration in Object-Oriented Database Systems.
4270,277220,A Framework for Optimization in Expert System - DBMS Interface.
4271,277223,Odysseus: A High-Performance ORDBMS Tightly-Coupled with IR Features.
4272,277224,Continuous Reverse Nearest Neighbor Monitoring.
4273,277232,Efficient Recursive Query Processing using Wavefront Methods.
4274,277233,"Fast, Secure Encryption for Indexing in a Column-Oriented DBMS."
4275,277234,C-Cubing: Efficient Computation of Closed Cubes by Aggregation-Based Checking.
4276,277235,Translation of Object-Oriented Queries to Relational Queries.
4277,277242,A Distribution-Based Clustering Algorithm for Mining in Large Spatial Databases.
4278,277243,Web Query Optimizer.
4279,277244,Mining Shifting-and-Scaling Co-Regulation Patterns on Gene Expression Profiles.
4280,277245,Scrutinizing Frequent Pattern Discovery Performance.
4281,277246,ProcessingWindow Queries in Wireless Sensor Networks.
4282,277247,Mining Recurrent Items in Multimedia with Progressive Resolution Refinement.
4283,277249,Parallel Classification for Data Mining on Shared-Memory Multiprocessors.
4284,277250,Energy Efficient Index for Querying Location-Dependent Data in Mobile Broadcast Environments.
4285,277251,CLICKS: Mining Subspace Clusters in Categorical Data via K-partite Maximal Cliques.
4286,277256,Algebraic Properties of some Parallel Processor Interconnection Networks.
4287,277261,Benchmarking SAP R/3 Archiving Scenarios.
4288,277267,BlossomTree: Evaluating XPaths in FLWOR Expressions.
4289,277268,Index Structures for Information Filtering Under the Vector Space Model.
4290,277272,Mining Closed Relational Graphs with Connectivity Constraints.
4291,277273,Clustering Categorical Data.
4292,277274,Searching Substructures with Superimposed Distance.
4293,277275,A Succinct Physical Storage Scheme for Efficient Evaluation of Path Queries in XML.
4294,277277,Speeding up Heterogeneous Data Access by Converting and Pushing Down String Comparisons.
4295,277279,SlidingWindow based Multi-Join Algorithms over Distributed Data Streams.
4296,277280,Formal Semantics of Composite Events for Distributed Environments.
4297,277281,Space-efficient Relative Error Order Sketch over Data Streams.
4298,277283,XSEED: Accurate and Fast Cardinality Estimation for XPath Queries.
4299,277285,Making the Pyramid Technique Robust to Query Types and Workloads.
4300,277287,Atomic Commitment in Database Systems over Active Networks.
4301,277289,Data Warehouse Maintenance under Concurrent Schema and Data Updates.
4302,277290,An Index Structure for Efficient Reverse Nearest Neighbor Queries.
4303,277292,Efficient Processing of Nested Fuzzy SQL Queries.
4304,277293,Efficient Temporal Join Processing Using Indices.
4305,277294,XGuard: A System for Publishing XML Documents without Information Leakage in the Presence of Data Inference.
4306,277295,Context-Dependent Interpretations of Linguistic Terms in Fuzzy Relational Databases.
4307,277297,Segmentation of Publication Records of Authors from the Web.
4308,277298,Hilda: A High-Level Language for Data-DrivenWeb Applications.
4309,277300,Incremental Computation and Maintenance of Temporal Aggregates.
4310,277301,Array-Based Evaluation of Multi-Dimensional Queries in Object-Relational Databases Systems.
4311,277302,CLUSEQ: Efficient and Effective Sequence Clustering.
4312,277305,Data Management in Location-Dependent Information Services.
4313,277306,d-Clusters: Capturing Subspace Correlation in a Large Data Set.
4314,277308,A Hybrid Transitive Closure Algorithm for Sequential and Parallel Processing.
4315,277310,XBench Benchmark and Performance Testing of XML DBMSs.
4316,277311,A Tool for Information Retrieval Research in Peer-to-Peer File Sharing Systems.
4317,277317,Dynamic Load Management for Distributed Continuous Query Systems.
4318,277318,Fast Data Access on Multiple Broadcast Channels.
4319,277319,Adaptive Reorganization of Coherency-Preserving Dissemination Tree for Streaming Data.
4320,277321,Hiding Data Accesses in Steganographic File System.
4321,277322,Identifying and Update of Derived Functions in Functional Databases.
4322,277323,Disk Allocation Methods for Parallelizing Grid Files.
4323,277324,Efficient Retrieval of Similar Time Sequences Under Time Warping.
4324,277325,eXrQuy: Order Indifference in XQuery.
4325,277327,Unifying the Processing of XML Streams and Relational Data Streams.
4326,277328,Online Data Mining for Co-Evolving Time Sequences.
4327,277329,SIPPER: Selecting Informative Peers in Structured P2P Environment for Content-Based Retrieval.
4328,277330,Efficient Maintenance of Materialized Top-k Views.
4329,277331,"Medical Video Mining for Efficient Database Indexing, Management and Access."
4330,277332,DUP: Dynamic-tree Based Update Propagation in Peer-to-Peer.
4331,277334,CrossMine: Efficient Classification Across Multiple Database Relations.
4332,277338,Reverse Nearest Neighbors Search in Ad-hoc Subspaces.
4333,277339,Graph Structured Views and Their Incremental Maintenance.
4334,277341,Multiple View Consistency for Data Warehousing.
4335,277343,A Framework for Schema Updates In An Object-Oriented Database System.
4336,277345,On the Semantics of Complex Events in Active Database Management Systems.
4337,277346,Applying Signatures for Forward Traversal Query Processing in Object-Oriented Databases.
4338,277349,Monitoring K-Nearest Neighbor Queries Over Moving Objects.
4339,277353,Can Image Data be Integrated with Structured Data?
4340,277355,Deep Store: an Archival Storage System Architecture.
4341,277362,Back to the Future: Dynamic Hierarchical Clustering.
4342,277364,Super-Scalar RAM-CPU Cache Compression.
4343,277366,Entity-Relationship Modeling and Fuzzy Databases.
4344,277369,Adaptive Algorithms for Balanced Multidimensional Clustering.
4345,277370,ServiceMosaic: Interactive Analysis and Manipulation of Service Conversations.
4346,277371,"Transaction Management for a Distributed Object Storage System WAKASHI - Design, Implementation and Performance."
4347,277373,Experiences with Distributed Query Processing.
4348,277375,Hash in Place with Memory Shifting: Datacube Computation Revisited.
4349,277376,Adapting Relational Database Engine to Accommodate Moving Objects in SpADE.
4350,277377,Adaptive Techniques for Distributed Query Optimization.
4351,277378,RoXSum: Leveraging Data Aggregation and Batch Processing for XML Routing.
4352,277379,An Evaluation Framework for Algebraic Object-Oriented Query Models.
4353,277380,ACQ: An Automatic Clustering and Querying Approach for Large Image Databases.
4354,277381,A Lightweight Online Framework For Query Progress Indicators.
4355,277382,Supporting Streaming Updates in an Active Data Warehouse.
4356,277383,MMS: Using Queries As Data Values for Metadata Management.
4357,277385,Personalizing XML Search in PIMENTO.
4358,277387,Selecting Stars: The k Most Representative Skyline Operator.
4359,277388,SQL Queries Over Unstructured Text Databases.
4360,277389,On Multidimensional k-Anonymity with Local Recoding Generalization.
4361,277391,Stream Monitoring under the Time Warping Distance.
4362,277394,MayBMS: Managing Incomplete Information with Probabilistic World-Set Decompositions.
4363,277396,Labeling network motifs in protein interactomes for protein function prediction.
4364,277397,Collaborative Wrapping: A Turbo Framework for Web Data Extraction.
4365,277399,AttentionAttractor: efficient video stream similarity query processing in real time.
4366,277400,Conquering the Divide: Continuous Clustering of Distributed Data Streams.
4367,277401,Computing Compressed Multidimensional Skyline Cubes Efficiently.
4368,277404,"Theseos: A Query Engine for Traceability across Sovereign, Distributed RFID Databases."
4369,277406,Accelerating Profile Queries in Elevation Maps.
4370,277407,Fast Identification of Relational Constraint Violations.
4371,277409,RFID Data Processing with a Data Stream Query Language.
4372,277410,Reverse Query Processing.
4373,277411,SKYPEER: Efficient Subspace Skyline Computation over Distributed Data.
4374,277412,SpADe: On Shape-based Pattern Detection in Streaming Time Series.
4375,277413,"Lira: Lightweight, Region-aware Load Shedding in Mobile CQ Systems."
4376,277416,Generalized Pr¨¦cis Queries for Logical Database Subset Creation.
4377,277418,Creating Nested Mappings with Clio.
4378,277419,¦ÌBE: User Guided Source Selection and Schema Mediation for Internet Scale Data Integration.
4379,277420,The New Casper: A Privacy-Aware Location-Based Database Server.
4380,277421,Conditional Functional Dependencies for Data Cleaning.
4381,277422,Hiding in the Crowd: Privacy Preservation on Evolving Streams through Correlation Tracking.
4382,277423,Odysseus: a High-Performance ORDBMS Tightly-Coupled with Spatial Database Features.
4383,277425,¦ÌBE: User Guided Source Selection and Schema Mediation for Internet Scale Data Integration.
4384,277427,FireStream: Sensor Stream Processing for Monitoring Fire Spread.
4385,277429,SPRITE: A Learning-Based Text Retrieval System in DHT Networks.
4386,277430,Worst-Case Background Knowledge for Privacy-Preserving Data Publishing.
4387,277431,10106 Worlds and Beyond: Efficient Representation and Processing of Incomplete Information.
4388,277434,An Online Approach to Physical Design Tuning.
4389,277436,XMLTable Index An Efficient Way of Indexing and Querying XML Property Data.
4390,277437,Discriminative Frequent Pattern Analysis for Effective Classification.
4391,277438,R-Cubes: OLAP Cubes Contextualized with Documents.
4392,277439,Cost-Conscious Cleaning of Massive RFID Data Sets.
4393,277440,Faceted Browsing over Large Databases of Text-Annotated Objects.
4394,277441,TCAM-conscious Algorithms for Data Streams.
4395,277443,Dewex: An Exploration Facility for Enabling the Deep Web Integration.
4396,277444,P2PTester: a tool for measuring P2P platform performance.
4397,277445,Monitoring Regular Expressions on Out-of-Order Streams.
4398,277446,Similarity Match Over High Speed Time-Series Streams.
4399,277447,On Suspending and Resuming Dataflows.
4400,277448,Abstract Process Data Warehousing.
4401,277449,K-Anonymization as Spatial Indexing: Toward Scalable and Incremental Anonymization.
4402,277450,PIBE: Manage Your Images the Way You Want!
4403,277451,Adding Context to Preferences.
4404,277452,Database Summarization: The SaintEtiQ System.
4405,277454,Super Peer Web Service Discovery Architecture.
4406,277455,Collecting and Maintaining Just-in-Time Statistics.
4407,277456,Patterns Discovery on Complex Diagnosis and Biological Data Using Fuzzy Latent Variables.
4408,277457,Distributed Processing of Moving K-Nearest-Neighbor Query on Moving Objects.
4409,277458,Annotating Structured Data of the Deep Web.
4410,277459,Optimizing Similar Scalar Subqueries for XML Processing in Microsoft SQL Server.
4411,277461,Information System Construction and Maintenance Based on Business Terminology: Experiences from the Reinsurance Industry.
4412,277463,Indexing Uncertain Categorical Data.
4413,277464,ProVeR: Probabilistic Video Retrieval using the Gauss-Tree.
4414,277465,Using Control Theory for Load Shedding in Data Stream Management.
4415,277467,DeltaSky: Optimal Maintenance of Skyline Deletions without Exclusive Dominance Region Generation.
4416,277468,Group Linkage.
4417,277470,Challenges on Distributed Web Retrieval.
4418,277471,Protocol Discovery from Imperfect Service Interaction Logs.
4419,277473,Fine Grained Authorization Through Predicated Grants.
4420,277474,Many-to-Many Aggregation for Sensor Networks.
4421,277476,Making Applications Persistent at Run-time.
4422,277478,Bringing Precision to Desktop Search: A Predicate-based Desktop Search Architecture.
4423,277479,Optimizing Timestamp Management in Data Stream Management Systems.
4424,277480,Rewriting Regular XPath Queries on XML Views.
4425,277481,Boundary-Based Lower-Bound Functions for Dynamic Time Warping and Their Indexing.
4426,277482,Updating Recursive XML Views of Relations.
4427,277483,Tree-Pattern Similarity Estimation for Scalable Content-based Routing.
4428,277484,Pushing Business Data Processing Towards the Periphery.
4429,277485,DIKNN: An Itinerary-based KNN Query Processing Algorithm for Mobile Sensor Networks.
4430,277487,Efficient Top-k Query Evaluation on Probabilistic Data.
4431,277489,Invalidation Clues for Database Scalability Services.
4432,277490,Continuous Evaluation of Monochromatic and Bichromatic Reverse Nearest Neighbors.
4433,277491,A General Cost Model for Dimensionality Reduction in High Dimensional Spaces.
4434,277492,Multiple Query Optimization for Wireless Sensor Networks.
4435,277494,Distributed File Structures in a Peer-to-Peer Environment.
4436,277495,On MBR Approximation of Histories for Historical Queries: Expectations and Limitations.
4437,277496,Clustering wavelets to speed-up data dissemination in structured P2P MANETs.
4438,277499,Emerging Open Agoras of Data and Information.
4439,277501,XPlainer: Visual Explanations of XPath Queries.
4440,277502,Index-based Most Similar Trajectory Search.
4441,277503,The Multi-Relational Skyline Operator.
4442,277504,Autonomic Query Allocation based on Microeconomics Principles.
4443,277505,MultiRelational k-Anonymity.
4444,277506,GString: A Novel Approach for Efficient Search in Graph Databases.
4445,277507,Scalable Peer-to-Peer Web Retrieval with Highly Discriminative Keys.
4446,277509,Information for People.
4447,277510,Optimizing Concurrency Through Automated Lock Memory Tuning in DB2.
4448,277513,The Haar+ Tree: A Refined Synopsis Data Structure.
4449,277514,Summarizing Order Statistics over Data Streams with Duplicates.
4450,277515,Aggregate Query Answering on Anonymized Tables.
4451,277516,Preservation Of Patterns and Input-Output Privacy.
4452,277517,Unnesting Scalar SQL Queries in the Presence of Disjunction.
4453,277519,QPIAD: Query Processing over Incomplete Autonomous Databases.
4454,277520,Object Distinction: Distinguishing Objects with Identical Names.
4455,277521,A Load Shedding Framework and Optimizations for M-way Windowed Stream Joins.
4456,277522,Dynamic Materialized Views.
4457,277523,Efficient Evaluation of Imprecise Location-Dependent Queries.
4458,277526,Blocking Inference Channels in Frequent Pattern Sharing.
4459,277527,Pointwise-Dense Region Queries in Spatio-temporal Databases.
4460,277528,X3: A Cube Operator for XML OLAP.
4461,277529,Efficiently Processing Continuous k-NN Queries on Data Streams.
4462,277530,Adaptive Load Diffusion for Multiway Windowed Stream Joins.
4463,277531,Piggyback Optimization of XML Data Dissemination.
4464,277533,Exploiting Correlation and Parallelism of Materialized-View Recommendation for Distributed Data Warehouses.
4465,277534,Adaptively Reordering Joins during Query Execution.
4466,277535,Mining Colossal Frequent Patterns by Core Pattern Fusion.
4467,277537,Materialization Strategies in a Column-Oriented DBMS.
4468,277539,Finding Top-k Min-Cost Connected Trees in Databases.
4469,277540,"DSphere: A Source-Centric Approach to Crawling, Indexing and Searching the World Wide Web."
4470,277565,PictureBook: A Text-and-Image Summary System for Web Search Result.
4471,277572,Parsimonious Explanations of Change in Hierarchical Data.
4472,277574,Efficiently Detecting Inclusion Dependencies.
4473,277576,Semantic Prefetching of Correlated Query Sequences.
4474,277582,Scoop: An Adaptive Indexing Scheme for Stored Data in Sensor Networks.
4475,277589,Transaction Isolation and Lazy Commit.
4476,277591,Location-based Spatial Queries with Data Sharing in Wireless Broadcast Environments.
4477,277593,Increasing Buffer-Locality for Multiple Relational Table Scans through Grouping and Throttling.
4478,277597,Semantic Data Management: Towards Querying Data with their Meaning.
4479,277601,SAO: A Stream Index for Answering Linear Optimization Queries.
4480,277605,SIGOPT: Using Schema to Optimize XML Query Processing.
4481,277609,Efficient Keyword Search Across Heterogeneous Relational Databases.
4482,277611,MultiMap: Preserving disk locality for multidimensional datasets.
4483,277615,Using Queries to Associate Metadata with Data.
4484,277624,Top-k Spatial Preference Queries.
4485,277626,ICEDB: Intermittently-Connected Continuous Query Processing.
4486,277628,Distributed Data Stream Clustering: A Fast EM-based Approach.
4487,277634,Graph Database Indexing Using Structured Graph Decomposition.
4488,277636,TreePi: A Novel Graph Indexing Method.
4489,277638,APLA: Indexing Arbitrary Probability Distributions.
4490,277640,Online Bulk Deletion.
4491,277646,Categorization and Optimization of Synchronization Dependencies in Business Processes.
4492,277682,Detection of Shape Anomalies: A Probabilistic Approach Using Hidden Markov Models.
4493,277688,Fast and Simple Relational Processing of Uncertain Data.
4494,277690,QShuffler: Getting the Query Mix Right.
4495,277693,Adaptive Bitmap Indexes for Space-Constrained Systems.
4496,277696,Usage-Based Schema Matching.
4497,277697,Skyline Query Processing for Incomplete Data.
4498,277698,NAGA: Searching and Ranking Knowledge.
4499,277699,Automatic Result Verification for the Functional Testing of a Query Language.
4500,277700,Database Support for Probabilistic Attributes and Tuples.
4501,277702,Toward Expressive and Scalable Sponsored Search Auctions.
4502,277703,Processing Diagnosis Queries: A Principled and Scalable Approach.
4503,277704,Continuous Intersection Joins Over Moving Objects.
4504,277707,Rights Protection of Trajectory Datasets.
4505,277708,MED: A Multimedia Event Database for 3D Crime Scene Representation and Analysis.
4506,277709,A Query Processing Architecture for an XML Data Warehouse.
4507,277710,A Scalable Scheme for Bulk Loading Large RDF Graphs into Oracle.
4508,277712,Exploiting Lineage for Confidence Computation in Uncertain and Probabilistic Databases.
4509,277713,Explaining and Reformulating Authority Flow Queries.
4510,277715,Dynamic Materialization of Query Views for Data Warehouse Workloads.
4511,277719,On Supporting Kleene Closure over Event Streams.
4512,277720,An Inflationary Fixed Point Operator in XQuery.
4513,277722,Approximate Clustering on Distributed Data Streams.
4514,277724,Training Linear Discriminant Analysis in Linear Time.
4515,277725,Grouping and Optimization of XPath Expressions in System RX.
4516,277726,Querying and Managing Provenance through User Views in Scientific Workflows.
4517,277727,Keyword Search on Spatial Databases.
4518,277728,XML Index Recommendation with Tight Optimizer Coupling.
4519,277729,Transformation-based Framework for Record Matching.
4520,277730,"Online Filtering, Smoothing and Probabilistic Modeling of Streaming data."
4521,277732,Mining Approximate Order Preserving Clusters in the Presence of Noise.
4522,277733,SPOT: A System for Detecting Projected Outliers From High-dimensional Data Streams.
4523,277734,Answering Keyword Queries on XML Using Materialized Views.
4524,277735,Outlier-Aware Data Aggregation in Sensor Networks.
4525,277736,PermJoin: An Efficient Algorithm for Producing Early Results in Multi-join Query Plans.
4526,277737,Fast Graph Pattern Matching.
4527,277738,AxPRE Summaries: Exploring the (Semi-)Structure of XML Web Collections.
4528,277740,Optimizing Hierarchical Access in OLAP Environment.
4529,277741,MOOLAP: Towards Multi-Objective OLAP.
4530,277743,Continuous Content-Based Copy Detection over Streaming Videos.
4531,277744,Mobile Filter: Exploring Migration of Filters for Error-Bounded Data Collection in Sensor Networks.
4532,277746,InstantDB: Enforcing Timely Degradation of Sensitive Data.
4533,277751,Scientific Data Management: An Orphan in the Database Community?
4534,277752,Mining Views: Database Views for Data Mining.
4535,277755,Monitoring Network Evolution using MDL.
4536,277757,Correlation-based Attribute Outlier Detection in XML.
4537,277759,Implementing an Inference Engine for RDFS/OWL Constructs and User-Defined Rules in Oracle.
4538,277760,Stop Chasing Trends: Discovering High Order Models in Evolving Data.
4539,277761,On Signatures for Communication Graphs.
